Physical Conditions Disappear After Writing Solemn Statements Regretting Disrespectful Remarks,Các vấn đề về sức khoẻ biến mất sau khi viết nghiêm chính thanh minh
Guangdong Woman Seeks Justice After Being Ordered to Return Pension Received During Wrongful Prison Term,Tỉnh Quảng Đông: Một người phụ nữ tìm kiếm công lý sau khi bị yêu cầu hoàn lại trợ cấp hưu trí đã nhận trong thời gian thụ án tù oan sai
"Additional Persecution News from China – February 13, 2022 ( 6 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 13 tháng 2 năm 2022 (6 báo cáo)
Awakening People’s Conscience with Compassion,Dùng thiện tâm của chúng ta để thức tỉnh thiện niệm của con người thế gian
Liaoning Woman Sentenced to Two Years for Practicing Falun Gong,Một người phụ nữ ở tỉnh Liêu Ninh bị kết án hai năm tù vì tu luyện Pháp Luân Công
Guangdong Man Gets Six More Years in Prison After Already Serving 15 Years for His Faith,"Tỉnh Quảng Đông: Từng trải qua 15 năm tù ngục, người đàn ông lại bị kết án 6 năm tù vì kiên định đức tin"
Beijing Taxi Driver Secretly Sentenced to Two Years for Distributing Falun Gong Materials,Một tài xế taxi ở Bắc Kinh đã bị kết án bí mật hai năm tù vì phân phát tài liệu thông tin Pháp Luân Công
Guangdong Woman Sentenced to 1.5 Years for Distributing Falun Gong Materials,"Tỉnh Quảng Đông: Một người phụ nữ bị kết án 1,5 năm tù vì phân phát tài liệu Pháp Luân Công"
"Arrested in a Police Sweep, Shandong Man Stands Trial for His Faith",Một nữ học viên Pháp Luân Công bị bắt trong cuộc truy quét của cảnh sát đã bị đưa ra xét xử
"Arrested After Dropping Off Grandson at School, 76-year-old Man Secretly Sentenced to Three Years","Sau khi đưa cháu trai đi học, người đàn ông 76 tuổi bị bắt và bị kết án bí mật ba năm tù"
Software Engineer Incapacitated and Incontinent Following Latest Arrest for Practicing Falun Gong,Kỹ sư phần mềm ở Thượng Hải bị liệt tứ chi sau vụ bắt giữ gần đây vì tu luyện Pháp Luân Công
Sichuan Woman Secretly Sentenced to Three Years for Distributing Informational Materials about Falun Gong,Tỉnh Tứ Xuyên: Một người phụ nữ bị kết án bí mật ba năm tù vì phân phát tài liệu thông tin Pháp Luân Công
"Additional Persecution News from China – February 12, 2022 (9 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 12 tháng 2 năm 2022 (9 báo cáo)
Beijing Nurse Sentenced to Three Years for Distributing Informational Materials,Bắc Kinh: Một y tá bị kết án ba năm tù vì phân phát tài liệu thông tin Pháp Luân Công
Woman Imprisoned After Higher Court Concealed Her Appeal from Her Family and Lawyer,Người phụ nữ bị bỏ tù sau khi tòa án cấp cao giấu giếm thông tin về kháng cáo của bà với gia đình và luật sư
"27-year-old Man Jailed for His Faith, Beaten and Denied Family Visitation",Một thanh niên 27 tuổi bị đánh đập ở trong tù và gia đình không được vào thăm
Police Threaten to Take Woman to Brainwashing Center Ahead of Her Prison Release,Cảnh sát đe doạ đưa một người phụ nữ đến trung tâm tẩy não trước khi thả bà khỏi nhà tù
"Shandong Man Sentenced to Seven Years, Father Also Imprisoned for Their Shared Faith in Falun Gong","Sơn Đông: Người đàn ông bị kết án bảy năm, cha anh cũng bị cầm tù vì đức tin của họ vào Pháp Luân Công"
"Having Endured Two Decades of Persecution, Shandong Woman Drugged During Latest Detention for Her Faith","Bị bức hại nhiều lần trong hai thập kỷ, một phụ nữ tỉnh Sơn Đông lại bị ép uống thuốc không rõ nguồn gốc trong lần giam giữ gần đây vì tu luyện Pháp Luân Công"
"Previously Incarcerated for 9 Years, Former Teacher Sentenced Again to 5.5 Years","Một cựu giáo viên lại bị kết án 5,5 năm tù sau 9 năm bị giam giữ vì tu luyện Pháp Luân Công"
Chengdu Woman Tortured for Five Years in Prison for Upholding Her Faith,Một phụ nữ Thành Đô bị tra tấn suốt năm năm trong tù vì kiên định đức tin của mình
Hunan Couple Face Prison Sentences Again for Their Faith,Tỉnh Hồ Nam: Một cặp vợ chồng lại đối diện với án tù vì kiên định đức tin của họ
"Crimes of Li Yilong, Wuhan Police Chief, in Persecuting Falun Gong","Tội ác của Lý Nghĩa Long, Trưởng Công an Thành phố Vũ Hán trong cuộc bức hại Pháp Luân Công"
Sichuan Woman Dies After Struggling with Decade-long Hallucinations Due to Drug Administration in Custody,Người phụ nữ Tứ Xuyên qua đời sau cả thập kỷ vật lộn với chứng ảo giác vì bị đầu độc trong thời gian bị giam giữ
70-year-old Doctor Secretly Sentenced to Three Years and Three Months,Bác sỹ 70 tuổi bị kết án bí mật 3 năm 3 tháng tù
75-year-old Retired Engineer Denied Family Visits While Serving Time for Her Faith,Kỹ sư về hưu 75 tuổi bị tước quyền thăm thân trong thời gian thụ án vì tu luyện Pháp Luân Công
"Woman Wrongfully Convicted for Her Faith, Appeal Denied","Người phụ nữ bị kết án oan sai vì kiên định đức tin của mình, kháng cáo của bà bị từ chối"
The Secret of My Daughter and Her Boyfriend’s Recovery from COVID-19 in Three Days,"Niệm chín chữ chân ngôn, con gái tôi và bạn trai của cháu khỏi COVID-19 trong vòng ba ngày"
Shenyang Bus Explosion Case Awakened Me,Vụ nổ xe bus ở Thẩm Dương đã thức tỉnh tôi
"Belated News: Woman in Her 60s Imprisoned for 10 Years, Tortured and Drugged",Tin muộn: Người phụ nữ ngoài 60 tuổi bị tra tấn và đầu độc bằng thuốc trong 10 năm bị cầm tù
Woman Dies in Custody Eight Days After Being Arrested and Denied Medical Treatment,Người phụ nữ qua đời sau tám ngày bị bắt giữ và bị từ chối điều trị y tế
Five Heilongjiang Residents Transferred to Prison to Serve Time for Making Phone Calls About Their Faith,Hắc Long Giang: Năm cư dân bị đưa vào nhà tù để thụ án vì gọi điện thoại nói về đức tin của họ
"Additional Persecution News from China – February 11, 2022 (9 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 11 tháng 2 năm 2022 (9 báo cáo)
Former Police Supervisor Refutes Fabricated Evidence at Her Hearing for Practicing Falun Gong,Cựu giám sát viên cảnh sát bác bỏ bằng chứng ngụy tạo trong phiên tòa xét xử vì tu luyện Pháp Luân Công
"Additional Persecution News from China – February 10, 2022 (8 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 10 tháng 2 năm 2022 (8 báo cáo)
"Additional Persecution News from China – February 14, 2022 (13 Reports)",Tin tức bức hại bổ sung từ Trung Quốc – Ngày 14 tháng 2 năm 2022 (13 báo cáo)
"Sichuan Woman Taken to Nanjing, About 1,000 Miles Away, to Serve Time",Một người phụ nữ Tứ Xuyên bị đưa đến Nam Kinh cách xa khoảng 1.600 km để thụ án
Two Women File Complaints Against Judges and Prosecutors for Sentencing Them for Their Faith,Tỉnh Quảng Đông: Hai người phụ nữ đệ đơn kiện những thẩm phán và công tố viên đã kết án oan sai họ
Middle Aged Woman Sentenced to Eight Years for Distributing DVD Promoting Chinese Traditional Culture,Một phụ nữ trung niên bị kết án 8 năm tù vì tặng đĩa DVD quảng bá văn hóa truyền thống Trung Hoa
Heilongjiang Woman Sentenced to 3.5 Years for Her Faith,"Một người phụ nữ ở Hắc Long Giang bị kết án 3,5 năm vì đức tin của mình"
Jilin Woman Recounts Brutal Torture in Changchun No. 4 Detention Center,Một người phụ nữ ở tỉnh Cát Lâm kể lại việc bị tra tấn tàn bạo ở Trại tạm giam số 4 Trường Xuân
"Jilin Woman Sentenced to Three Years for Her Faith, Lawyer Blocked from Representing or Visiting Her","Cát Lâm: Một phụ nữ bị kết án ba năm tù kiên định vì đức tin của mình, luật sư bị ngăn cản gặp mặt và đại diện cho bà"
How So-Called Experts Have Been Deployed Over Decades to Persecute Falun Gong in China's Yunnan Province,Những người được gọi là “chuyên gia” đã tham gia vào cuộc đàn áp Pháp Luân Công trong hàng thập kỷ qua ở tỉnh Vân Nam như thế nào
"Reported in 2021: Nearly 2,000 Elderly Falun Gong Practitioners Targeted for Their Faith",Báo cáo năm 2021: Gần 2.000 học viên Pháp Luân Công cao tuổi bị nhắm mục tiêu vì kiên định đức tin
Court Dismisses Zhejiang Man’s Appeal of Five-year Sentence for Practicing Falun Gong,Tỉnh Chiết Giang: Tòa bác bỏ kháng cáo bản án 5 năm tù của một người đàn ông chỉ vì đức tin của ông vào Pháp Luân Công
Guangdong Woman Sentenced to Prison for Distributing Falun Gong Information in Her Neighborhood,Một người phụ nữ Quảng Đông bị kết án tù vì phân phát tài liệu thông tin Pháp Luân Công trong khu dân cư của bà
Former Middle School Teacher Dies After Three Prison Terms for Her Faith,Cựu giáo viên trung học cơ sở qua đời sau ba lần ngồi tù vì đức tin
"English Teacher Imprisoned for His Faith Dies in Custody, Foul Play Suspected","Giáo viên tiếng Anh qua đời trong khi bị cầm tù, thi thể bị hỏa táng"
Former Teacher Imprisoned Again for Her Faith,Cựu giáo viên bị cầm tù vì đức tin
,Nghiêm chính thanh minh của 22 học viên
Father and Son Sentenced to Prison Two Years Apart for Their Shared Faith,Cha và con trai bị kết án cách nhau hai năm vì đức tin chung của họ vào Pháp Luân Công
Mother and Daughter Sentenced to Prison for Their Shared Faith,Mẹ và con gái bị kết án tù vì đức tin vào Pháp Luân Công
"Denied Family Visitation for Nearly Two Years, Woman Transferred to Prison to Serve Time for Her Faith",Một người phụ nữ Hà Bắc đã bị chuyển tới nhà tù để thụ án sau hai năm bị từ chối thăm thân vì kiên định đức tin
"Tortured and Drugged, 57-year-old Woman Becomes Blind While Serving Eight Years for Her Faith","Bị tra tấn và đầu độc bằng thuốc, người phụ nữ 75 tuổi bị mù trong khi thụ án tám năm tù vì kiên định đức tin"
"Three Liaoning Residents Detained for Three Months and Counting, One Faces Prosecution","Ba cư dân Liêu Ninh bị giam giữ ba tháng, hiện đã bị cáo buộc phạm tội và một người đối mặt với truy tố"
Liaoning Woman Transferred to Prison to Serve a Five-year Term for Her Faith,Một người phụ nữ Liêu Ninh bị chuyển tới nhà tù để thụ án 5 năm vì kiên định đức tin
"Parents Die Six Years Apart in Persecution of Falun Gong, Young Woman Given Seven Years for Her Shared Faith","Cha mẹ qua đời từ sáu năm trước trong cuộc bức hại, cô gái trẻ bị kết án bảy năm tù vì kiên định đức tin vào Pháp Luân Công"
"Belated News: Convicted Murderer Turned Good after Learning Falun Gong, Only to Be Tortured to Death in Prison",Tin muộn: Kẻ sát nhân đã hoàn lương thành người tốt sau khi học Pháp Luân Công lại bị tra tấn đến chết ở trong tù
Newlywed Anesthesiologist Sentenced to Three Years for Practicing Falun Gong,Một bác sỹ gây mê mới kết hôn đã bị kết án ba năm tù vì tu luyện Pháp Luân Công
Gansu Woman Dies After Two Decades of Being Persecuted for Her Faith,Một người phụ nữ Cam Túc qua đời sau hơn 20 năm bị bức hại vì kiên định đức tin của mình
"Of Nine Arrested in One Day Four Years Ago, One Dies in Prison and Four to Be Released","Chín người bị bắt cùng một ngày vào bốn năm trước, một người bị bức hại đến chét ở trong tù, 4 người được trả tự do"
"Chinese New Year Family Tragedy: Woman Imprisoned, Husband Hospitalized, Sister Dies","Bi kịch gia đình trong năm mới: Vợ bị cầm tù, chồng nhập viện, chị gái qua đời"
"After 5.5 Years of Unjust Imprisonment, Former Teacher Arrested Again for Her Faith","Từng bị cầm tù oan sai năm năm rưỡi, cựu giáo viên lại bị bắt vì kiên định đức tin của mình"
"Targeted in a Group Arrest, Hebei Woman Imprisoned for Practicing Falun Gong",Hà Bắc: Người phụ nữ bị cầm tù sau khi bị nhắm mục tiêu trong vụ bắt giữ quy mô lớn vì tu luyện Pháp Luân Công
Showing Kindness from Cultivating Falun Dafa,Thiện đãi mọi người khi tu luyện Pháp Luân Đại Pháp
Nearly 20 Falun Gong Practitioners Currently Incarcerated in Shanghai,Gần 20 học viên Pháp Luân Công đang bị giam giữ phi pháp ở Thượng Hải
My Husband Miraculously Survived a Major Car Accident,Chồng tôi sống sót một cách thần kỳ sau tai nạn xe hơi nghiêm trọng
"Wife Sentenced to Five Years, Two Years After Husband Served Ten Years, for Their Shared Faith in Falun Gong","Hai năm sau khi chồng thụ án 10 năm, vợ lại bị kết án 5 năm vì tu luyện Pháp Luân Công"
"Additional Persecution News from China – February 6, 2022 (9 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 6 tháng 2 năm 2022 (9 báo cáo)
53-Year-Old Physician Gets Four Years for His Faith in Falun Gong,Một bác sỹ 53 tuổi bị kết án bốn năm tù vì tu luyện Pháp Luân Công
"Anyang City, Henan Province: Slanderous Propaganda Against Falun Gong Taught from Kindergarten to College","Thành phố An Dương, tỉnh Hà Nam: Cục giáo dục đưa nội dung tuyên truyền phỉ báng Pháp Luân Công vào trong chương trình học từ mẫu giáo đến đại học"
70-year-old Doctor Secretly Tried for Her Faith,Tỉnh Liêu Ninh: Bác sỹ 70 tuổi bị bí mật xét xử vì đức tin của mình
"78-year-old Woman Forced to Live Away from Home, Pension Suspended",Một phụ nữ 78 tuổi buộc phải sống xa nhà và bị đình chỉ lương hưu
Two Women in Their 60s Sentenced for Talking to People on a Bus about Falun Gong,Hai phụ nữ ngoài 60 tuổi bị kết án vì nói với mọi người ở trên xe buýt về Pháp Luân Công
"Additional Persecution News from China – February 9, 2022 (11 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 9 tháng 2 năm 2022 (11 báo cáo)
"Changsha City, Hunan Province: Seven Targeted in Police Sweep Sentenced for Their Faith","Thành phố Trường Sa, tỉnh Hồ Nam: Bảy học viên Pháp Luân Công bị nhắm mục tiêu trong đợt truy bắt của cảnh sát đã bị kết án tù"
Man Tortured in Prison for Refusing to Do Forced Labor,Một người đàn ông bị tra tấn ở trong tù vì từ chối lao động cưỡng bức
"Chengdu Man Beaten at a Hotel-turned Detention Site, Incurred Injuries in His Leg and Gallbladder",Người đàn ông Thành Đô bị đánh đập trong phòng giam tại một khách sạn đến mức bị chấn thương chân và túi mật
Liaoning Woman Given Third Prison Term for Practicing Falun Gong,Người phụ nữ Liêu Ninh bị kết án tù lần thứ ba vì tu luyện Pháp Luân Công
Guizhou Woman Imprisoned After Appeal Rejected,Người phụ nữ Quý Châu bị cầm tù sau khi kháng cáo bị bác bỏ
71-Year-Old Woman Incarcerated for 11.5 Years for Her Faith in Falun Gong,"Bà lão 71 tuổi bị kết án 11,5 năm tù vì đức tin vào Pháp Luân Công"
"Crimes of Cao Yujiang, Party Secretary of Wuhan Political and Legal Affairs Committee, in Persecuting Falun Gong","Các tội danh của Tào Dụ Giang, Bí thư Đảng ủy Ủy ban Chính trị và Pháp luật Vũ Hán, trong việc bức hại Pháp Luân Công"
"Additional Persecution News from China – February 7, 2022 (8 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày7 tháng 2 năm 2022 (8 báo cáo)
Shandong Woman Wrongly Sentenced to Five Years in Prison,Một phụ nữ tỉnh Sơn Đông bị kết án oan sai 5 năm tù
"Additional Persecution News from China – February 5, 2022 (7 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày5 tháng 2 năm 2022 (7 báo cáo)
Liaoning Woman Dies After Two Decades of Persecution,Tỉnh Liêu Ninh: Một người phụ nữ qua đời sau hai thập kỷ bị bức hại
"After Years of Incarceration, Dalian Woman Is Given Second 8-Year Prison Term for Her Faith","Sau nhiều năm bị giam giữ, một người phụ nữ Đại Liên lại bị kết án 8 năm tù lần thứ hai, cũng vì kiên định đức tin của mình"
An Unexpected Encounter with a Falun Gong Practitioner,Cuộc gặp gỡ tình cờ với một học viên Pháp Luân Công
My Brother-in-Law’s High Fever Goes Away After Reading to Him from Zhuan Falun,Cơn sốt cao của anh trai chồng tôi biến mất sau khi nghe tôi đọc sách Chuyển Pháp Luân
Retirement Benefits Stopped for Two Retired College Professors While They Serve Time for Their Faith,Lương hưu và đãi ngộ phúc lợi của hai giảng viên đại học về hưu bị tước đoạt khi họ thụ án tù vì kiên định đức tin
Human Rights Lawyer David Matas: The CCP Inciting Hatred is the Same as Inciting Genocide,Luật sư nhân quyền David Matas: Đảng Cộng sản Trung Quốc (ĐCSTQ) kích động thù hận cũng giống như kích động diệt chủng
"Additional Persecution News from China – February 2, 2022 (4 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày4 tháng 2 năm 2022 (8 báo cáo)
"Additional Persecution News from China – February 3, 2022 (6 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 3 tháng 2 năm 2022 (6 báo cáo)
Mother of Canadian Resident Sentenced Again for Her Faith,Người mẹ của một cư dân Canada lại bị kết án tù vì kiên định đức tin của mình
"Beijing Woman Arrested Prior to Winter Olympics, Accused of Distributing Falun Gong Materials a Year Ago","Một phụ nữ ở Bắc Kinh bị bắt trước Thế vận Hội Mùa đông, bị cáo buộc vì đã phân phát tài liệu Pháp Luân Công một năm trước"
Persecution of Falun Gong Continues After Brainwashing Center Changes Name to “Care Center”,Cuộc bức hại Pháp Luân Công vẫn tiếp diễn sau khi trung tâm tẩy não đổi tên thành “trung tâm chăm sóc”
Elderly Woman Tortured During Five-year Prison Term for Refusing to Renounce Practice that Healed Her Illnesses,Người phụ nữ cao tuổi bị tra tấn trong khi thụ án 5 năm tù vì từ chối từ bỏ môn tu luyện đã chữa lành bệnh cho mình
Former Flight Engineer Sentenced to 4.5 Years for Practicing Falun Gong,"Cựu kỹ sư máy bay bị kết án 4,5 năm tù vì tu luyện Pháp Luân Công"
Woman Released One Day After Being Arrested for Talking to People about Falun Gong,Một người phụ nữ được trả tự do sau một ngày bị bắt giữ vì nói với người dân về Pháp Luân Công
Incarcerated Former Radio Station Chief Editor Almost Blind and Has a Heart Condition,Cựu tổng biên tập đài phát thanh đang thụ án tù bị mắc bệnh tim và mất hầu hết thị lực ở hai mắt
Seven Targeted in a Midnight Police Sweep Detained for Nearly Two Months,Bảy học viên bị cảnh sát bắt giữ trong một cuộc càn quét lúc nửa đêm đã bị tạm giam gần hai tháng
"Elderly Woman Released from Prison, Son Ordered to Take Leave of Absence to Monitor Her at Home","Tỉnh Hồ Nam: Một người phụ nữ cao tuổi vừa ra tù, con trai bị buộc phải nghỉ phép để giám sát bà tại nhà"
Three Shandong Residents Sentenced to Prison for Their Faith,Ba cư dân tỉnh Sơn Đông bị kết án tù vì kiên định đức tin của mình
"Additional Persecution News from China – February 1, 2022 (9 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 1 tháng 2 năm 2022 (9 báo cáo)
Former Engineer Seeks Disclosure of Government Document Used by Her Employer to Wipe out Her Years of Service Due to Her Persecuted Faith,Cựu kỹ sư yêu cầu cơ quan nhà nước công khai tài liệu mà lãnh đạo cũ dùng làm căn cứ để xóa sổ thâm niên công tác của bà
"Additional Persecution News from China – January 18, 2022 (11 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 18 tháng 1 năm 2022 (11 báo cáo)
Late-Stage Stomach Cancer Cured by Reciting “Falun Dafa is Good”,Khỏi bệnh ung thư dạ dày giai đoạn cuối nhờ thành tâm niệm “Pháp Luân Đại Pháp hảo”
Remembering an Encounter With a Woman Taxi Driver,Câu chuyện về một nữ tài xế taxi
My 80-Year-Old Brother is Protected,Người anh trai 80 tuổi của tôi được bảo hộ
Four Members of an Extended Family Harassed for Their Shared Faith,Bốn thành viên của một đại gia đình bị sách nhiễu vì đức tin chung của họ
"Three Fujian Residents Arrested, Two Remain Detained Incommunicado","Ba cư dân Phúc Kiến bị bắt giữ, hai người trong số họ vẫn đang bị biệt giam"
"After Multiple Arrests and Harassment, Hebei Man Sentenced for His Faith",Người đàn ông ở Hà Bắc bị kết án sau nhiều lần bị bắt và sách nhiễu vì kiên định đức tin của mình
Sentient Beings Really Come from High Levels,Chúng sinh thực sự đến từ cao tầng
Zither Teacher Has Been Missing for Nearly a Year,Tỉnh Liêu Ninh: Một giáo viên đàn tranh đã mất tích gần nửa năm
"Woman, 75, Detained for Six Months and Counting for Her Faith",Người phụ nữ 75 tuổi bị giam giữ sáu tháng và bị cáo buộc vì kiên định đức tin của mình
"After Being Tortured for Eight Years in Prison, Former Art Teacher Sentenced Again","Sau khi bị tra tấn trong 8 năm ở trong tù, một cựu giảng viên mỹ thuật lại bị kết án"
Delivery Worker Dies 35 Days Following Arrest for Giving Out a Falun Gong Pamphlet,Một nhân viên giao hàng qua đời sau 35 ngày bị bắt giữ vì phát tài liệu Pháp Luân Công
How a Former Labor Camp Guard Persecuted Falun Gong Practitioners,Một cựu lính canh trại lao động đã bức hại các học viên Pháp Luân Công như thế nào
"Single Father Sentenced to Four Years in Prison, Wife Died Seven Years Ago, Both Persecuted for Their Faith in Falun Gong","Trùng Khánh: Vợ đã qua đời 7 năm trước, người đàn ông đơn thân lại bị kết án phi pháp 4 năm tù, đều vì kiên định đức tin vào Pháp Luân Công"
Former Doctoral Candidate at National University of Defense Technology Sentenced Again for His Faith,Cựu nghiên cứu sinh tại Đại học Công nghệ Quốc phòng lại bị kết án vì kiên định đức tin của mình
"Jinzhou City, Liaoning Province: Seventeen Arrested in 23 Days","Thành phố Cẩm Châu, tỉnh Liêu Ninh: 17 người bị bắt giữ trong 23 ngày"
Four Sichuan Residents’ Appeals Against Wrongful Sentences Rejected,Tứ Xuyên: Tòa trung cấp bác kháng cáo bản án oan sai của bốn cư dân
Doctor Surprised to See My 92-year-old Mother Still Alive 10 Years after Nearly Dying of Cancer,"Bác sĩ ngạc nhiên khi thấy người mẹ 92 tuổi của tôi, người từng suýt chết cách đây 10 năm vì ung thư, vẫn đang còn sống"
"Additional Persecution News from China – February 2, 2022 (4 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày2 tháng2 năm 2022 (4 báo cáo)
"Chinese New Year Is Coming, But These Families Were Torn Apart for Their Faith","Tết Âm lịch đang đến gần, nhưng nhiều gia đình ở Trung Quốc vẫn đang ở trong tình cảnh sinh ly tử biệt vì cuộc bức hại"
Family Seeks to Overturn Wrongful Prison Sentence Against Elderly Woman,Gia đình tìm cách lật ngược án tù oan sai của một phụ nữ cao tuổi
Woman Held in Hospital for 7.5 Years as Police Who Beat Her Unconscious Refuse to Cover Her Medical Bill,"Một phụ nữ bị giữ trong bệnh viện 7,5 năm vì cảnh sát đánh đập bà đến bất tỉnh từ chối trả viện phí cho bà"
"Leizhou City, Guangdong Province: Two Falun Gong Practitioners Sentenced to Prison, a Third One Faces Prosecution","Thành phố Lôi Châu, tỉnh Quảng Đông: Hai học viên Pháp Luân Công bị kết án tù, người thứ ba đối mặt với bị truy tố"
"Having Survived Over Six Years of Brutal Torture, Shandong Woman Again Faces Prosecution for Her Faith","Sống sót sau 6 năm bị tra tấn dã man, người phụ nữ Sơn Đông một lần nữa đối mặt với truy tố vì đức tin của mình"
Seven Heilongjiang Residents’ Wrongful Sentences Upheld by the Intermediate Court,Hắc Long Giang: Tòa án Trung cấp giữ nguyên bản án oan sai đối với bảy cư dân
"Shandong Woman Forced to Take Unknown Drugs at Detention Center, Legs Festered Following Release (Graphic Photos)","Tỉnh Sơn Đông: Một người phụ nữ bị cưỡng chế dùng những loại thuốc đáng ngờ ở trong trại tạm giam, hai chân bà thối rữa sau khi được thả"
"Additional Persecution News from China – January 9, 2022 (10 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 9 tháng 1 năm 2022 (10 báo cáo)
"Additional Persecution News from China – January 10, 2021 (20 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 10 tháng 1 năm 2022 (20 báo cáo)
"Crimes of Gao Jiming, Chief Prosecutor of the Heilongjiang Procuratorate, in the Persecution of Falun Gong","Tội ác của Cao Kế Minh, Viện trưởng Viện Kiểm sát Hắc Long Giang, trong cuộc bức hại Pháp Luân Công"
Many Chinese Police Officers Now Read the Minghui Website,Rất nhiều cảnh sát Trung Quốc đọc Minh Huệ Net
Hebei Man Who Spoke Up Against the Persecution Imprisoned for His Faith,Người đàn ông Hà Bắc lên tiếng phản bức hại bị bỏ tù vì kiên định đức tin
Ningxia Man Experiences Medical Condition Three Months Following Latest Arrest for His Faith,Một người đàn ông Ninh Hạ đang ở trong tình trạng nguy kịch sau ba tháng bị bắt giữ vì kiên định đức tin
Woman in Her 70s Arrested for Talking to People about Falun Gong,Một người phụ nữ ngoài 70 tuổi bị bắt giữ vì nói với mọi người chân tướng Pháp Luân Công
"Yanqing District, Beijing: Three Women Sentenced for Practicing Falun Gong, Three More Face Prosecution","Quận Diên Khánh, Bắc Kinh: Ba người phụ nữ bị kết án vì tu luyện Pháp Luân Công, ba người khác đang đối mặt với truy tố"
Jilin Woman Arrested Five Months After Serving 1.5 Years for Her Faith,Tỉnh Cát Lâm: Một người phụ nữ bị bắt giữ sau 5 tháng mãn hạn tù vì kiên định đức tin của mình
"83-year-old Man Injected with Toxic Drug While in Prison, Dies 20 Days After Release",Một cụ ông 83 tuổi bị tiêm thuốc độc ở trong tù và qua đời sau 20 ngày mãn hạn tù
Destitute Woman Dies of Cancer While Imprisoned for Her Faith,Người phụ nữ sống trong cảnh nghèo túng đã qua đời vì ung thư trong khi bị cầm tù vì kiên định đức tin
"Injected with Toxic Drugs in Labor Camp, Hunan Woman Dies After Struggling with Mental Disorder for Two Decades",Người phụ nữ Hồ Nam từng bị tiêm thuốc độc ở trong trại lao động đã qua đời sau hai thập kỷ vật lộn với chứng rối loạn tâm thần
"Three Women Arrested for Practicing Falun Gong, Their Families Devastated","Tỉnh Liêu Ninh: Ba người phụ nữ bị bắt giữ vì tu luyện Pháp Luân Công, gia đình họ bị tàn phá"
Bedridden Woman Serving Time for Her Faith Denied Medical Parole after Surviving a Stroke,"Người phụ nữ bị bức hại đến bị đột quỵ và nằm liệt giường ở trong tù, yêu cầu tạm tha y tế bà bị từ chối"
"Crimes of Li Guanghui, Deputy Party Secretary of the Jilin Province PLAC","Tội ác của Lý Quang Huy, Phó Bí thư Uỷ ban Chính trị và Pháp luật tỉnh Cát Lâm trong cuộc bức hại Pháp Luân Công"
"Woman Sentenced for Giving Out Material about Her Faith, Son Blocked from Representing Her in Court","Một phụ nữ bị kết án vì phát tài liệu về Pháp Luân Công, người con trai bị ngăn cản đại diện cho bà ở tòa"
"Additional Persecution News from China – January 8, 2022 (16 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 8 tháng 1 năm 2022 (16 báo cáo)
"Role of Hu Jiafu, Former Party Secretary of the Jilin Province PLAC, in Persecuting Falun Gong","Vai trò của Hồ Gia Phúc, cựu Bí thư Ủy ban Chính trị và Luật pháp tỉnh Cát Lâm, trong việc đàn áp Pháp Luân Công"
"Crimes of Zhang Zhenduo, Former Deputy Director of the Liaoning Provincial Department of Justice, in Persecuting Falun Gong Practitioners","Những tội ác của Trương Chấn Đạc, cựu Phó giám đốc Sở tư pháp tỉnh Liêu Ninh trong việc đàn áp các học viên Pháp Luân Công"
Police Officer: “I Am Not Going to Interrogate Her Anymore!”,Cảnh sát: “Tôi sẽ không thẩm vấn bà ấy nữa!”
"Reported in 2021: 16,413 Falun Gong Practitioners Arrested and Harassed for Their Faith",Báo cáo năm 2021: 16.431 học viên Pháp Luân Công bị bắt và sách nhiễu vì đức tin của họ
People Know that Falun Dafa Is Good,"Thế nhân thức tỉnh minh bạch chân tướng, lựa chọn thiện lương"
Chongqing Woman Serving Time for Her Faith Denied Family Visits,Một người phụ nữ Trùng Khánh đang thụ án tù vì tu luyện Pháp Luân Công bị tước quyền thăm thân
66-year-old Woman in Critical Condition After Holding Hunger Strike to Protest Arbitrary Detention for Her Faith,Người phụ nữ 66 tuổi lâm vào tình trạng nguy kịch sau khi tuyệt thực để phản đối việc bị giam giữ tùy tiện
